service_quote_vip_id,company_id,service_id,name,index,quote,unit,start_date,end_date,hidden,disabled,deleted,deleted_at,created_at,created_by,updated_at,updated_by
,1,1007,0 ~ 30,117_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,116_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,116_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,116_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,116_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,116_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,116_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,116_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,116_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,114_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,114_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,114_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,114_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,114_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,114_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,114_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,114_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,113_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,113_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,113_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,113_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,113_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,113_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,113_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,113_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,112_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,112_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,112_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,112_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,112_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,112_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,112_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,112_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,109_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,109_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,109_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,109_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,109_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,109_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,109_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,109_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,100_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,100_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,100_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,100_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,100_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,100_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,100_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,100_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,103_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,103_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,103_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,103_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,103_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,103_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,103_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,103_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,365+,101_days_other,1.8,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,271 ~ 365,101_days365,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,181 ~ 270,101_days270,0.9,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,121 ~ 180,101_days180,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,91 ~ 120,101_days120,0.7,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,61 ~ 90,101_days_geq61_leq90,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,31 ~ 60,101_days60,0.43,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,1,1007,0 ~ 30,101_days30,0,per CBM per day,2025/1/6 0:00,2099/12/31 23:59,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
